prop_name,iva_count,instance_count,ivas
pb_WARN_SLOPE_ON-OFF-FT-B2,16,17,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
pb_WARN_TUMBLE_ON-OFF-FT-B2,16,17,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
SmallPlate_CAUTIONS_and_WARNINGS,16,17,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
DI_Chatterer_RECV_Level,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
DI_Chatterer_XMIT_Level,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
DI_CommNet_Signal_Strength,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
JSIMainCompUnit,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
Lable_PARACHUTE,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
On_CHATTERER_ON,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
On_CHATTERER_RECV,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
On_CHATTERER_STBY,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
On_CHATTERER_XMIT,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
On_CHUTE_SAFE_TO_DEPLOY,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
On_COMMNET_CONNECTED,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
On_NO_SIGNAL,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
onALTERNATOR_ACTIVE_ONIndicator,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
onFUELCELL_ACTIVE_ONIndicator,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
onGENERATOR_ACTIVE_ONIndicator,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
onSOLARARRAY_ACTIVE_ONIndicator,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
onSOLARARRAY_BROKEN_ONIndicator,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
onSOLARARRAY_DEPLOYED_ONIndicator,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
onSOLARARRAY_RETRACTED_ONIndicator,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
pb_BRAKE_SET-F01-B2,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
pb_CHATTERER_PTT-F03-G1,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
pb_CHUTE_CUT-F01-B6-C2,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
pb_CHUTE_DEPLOY-F02-B6-C2,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
pb_GEAR_DN_AUTO-SH01-B6-C2,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
SwitchFlatPanel_VoiceComm,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
SwitchRotary-5pos-ElecOutput_Selector,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
swTumble_SOLAR_DEPLOY,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
swTumbleFUELCELL,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
tggl_CHUTE_ARM_T1_G1-B2-S,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
tggl_GEAR_CTRL_T5W-B14-S,16,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
Lable_LSS_STATUS,15,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
LifeSupportMonitor,15,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
PortableTimer,11,16,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_Mk1-3; DE_mk1InlineInternal; DE_mk2CockpitStandardInternals; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
Lable_StabMode,11,14,DE_cupolaInternal; DE_landerCabinSmallInternal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK3_Cockpit_Int
pb_SAS_ON-FD1-B2,11,14,DE_cupolaInternal; DE_landerCabinSmallInternal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK3_Cockpit_Int
tggl_ABORT_T1-G3-B15-C1Y-S,11,13,DE_cupolaInternal; DE_landerCabinSmallInternal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK3_Cockpit_Int
Lable_Atmosphere,11,12,DE_cupolaInternal; DE_landerCabinSmallInternal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK3_Cockpit_Int
Lable_PowerSupply,11,12,DE_cupolaInternal; DE_landerCabinSmallInternal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK3_Cockpit_Int
pb_FAKE03-F02,11,11,DE_cupolaInternal; DE_landerCabinSmallInternal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK3_Cockpit_Int
pb_FAKE06-F02,11,11,DE_cupolaInternal; DE_landerCabinSmallInternal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK3_Cockpit_Int
pb_FAKE07-F02,11,11,DE_cupolaInternal; DE_landerCabinSmallInternal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK3_Cockpit_Int
SwitchFlatPanel_CommNet,11,11,DE_cupolaInternal; DE_landerCabinSmallInternal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK3_Cockpit_Int
SwitchFlatPanelLongClear,11,11,DE_cupolaInternal; DE_landerCabinSmallInternal; DE_MissionControl; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_mk2LanderCanInternal; DE_MK3_Cockpit_Int
throttle,10,12,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_MissionControl; DE_mk2LanderCanInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
On_DOCKING_MODE_UI,9,9,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_Mk1-3; DE_mk2InlineInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
On_STAGING_MODE_UI,9,9,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_Mk1-3; DE_mk2InlineInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
OnPREC_MODE,9,9,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_Mk1-3; DE_mk2InlineInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
onRCSACTIVEIndicator,9,9,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_Mk1-3; DE_mk2InlineInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
onVESSEL_DOCKED_ONIndicator,9,9,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_Mk1-3; DE_mk2InlineInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
tggl_UNDOCK_T1-G3-B4-C1Y-S,9,9,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_Mk1-3; DE_mk2InlineInternal; DE_MK2POD_ASET_IVA_Internal; DE_MK3_Cockpit_Int
pb_Warp_Dec,8,8,DE_cupolaInternal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals
pb_Warp_Inc,8,8,DE_cupolaInternal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals
pb_Warp_Next,8,8,DE_cupolaInternal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_Mk1-3; DE_mk1CockpitInternal; DE_mk1InlineInternal; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals
Primitive_BOX_Black,6,10,DE_cupolaInternal; DE_Mk1-3; DE_mk1InlineInternal; DE_mk2CockpitStandardInternals; DE_mk2InlineInternal; DE_MK3_Cockpit_Int
DigitalIndicator_DELTAVTOTAL,6,6,DE_cupolaInternal; DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
pb_RESET_THRUST_LIMIT-F01-B1-G1,6,6,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_Mk1-3; DE_MK2POD_ASET_IVA_Internal
pb_Warp_Kill,6,6,DE_cupolaInternal; DE_landerCabinSmallInternal; DE_MEM_ASET_IVA_Internal; DE_Mk1-3; DE_mk1pod_IVA; DE_mk2CockpitStandardInternals
THRUST_LIMIT_Selector,6,6,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_Mk1-3; DE_MK2POD_ASET_IVA_Internal
SwitchFlatPanelShortClear,5,15,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
LowChargeIndicator,5,10,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
On_Aircraft_LIMITED_THRUST,5,10,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
OnGIMBAL_LOCKED,5,10,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
pb_PITCH_INDICATOR-SHI01,5,6,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
pb_ROLL_INDICATOR-SVI01,5,6,DE_KV1_ASET_IVA_Internal; DE_KV2_ASET_IVA_Internal; DE_KV3_ASET_IVA_Internal; DE_MEM_ASET_IVA_Internal; DE_MK2POD_ASET_IVA_Internal
